uri,doc,type,target
https://archive.4plebs.org/pol/thread/76293171/#76298874,that's what i meant    HOU U KLEP VIEZE KUTBELG IK NEUK U MOEDER,2. offensive,11. individual
https://archive.4plebs.org/pol/thread/254279026/#254287872,"Als je Rutte charmant vindt, is er iets mis met je. Wat een lullo. Maar nu opeens de vader des vaderland. Hij. Yeah right.",2. offensive,11. individual
https://archive.4plebs.org/pol/thread/161094276/#161094377,Did their got stuck somewhere in evolution?,1. inappropriate,
https://archive.4plebs.org/pol/thread/116006440/#116028546,"Ik snap je punt, maar het probleem is dat Geert minstens 20 rechtste zetels inneemt, die in principe onbruikbaar zijn in een coalitie.    Die 20 zetels moeten ergens anders vandaan komen, want zonder hem is er geen meerderheid, dus er zal hoogstwaarschijnlijk een linkse partij bij moeten.     Daarmee is een uitsluitend rechtse coalitie dus uitgesloten. Maar als het gat te groot is, geeft het de linkerkant veel macht om hun eisen door te voeren. Het geeft ze zelfs de mogelijkheid om volledig te weigeren mee te doen aan een rechtse coalitie, en een alternatieve linkse coalitie door te voeren.    En op die manier heeft de rechterkant geen meerderheid, en kan er niks tegen beginnen.     Weet je wie op dit moment de grootste partij zou worden in een linkse coalitie? Juist. Kabinet Klaver 1 is een mogelijkheid.    Daarmee is een stem op Wilders, een stem op Minister-President Jesse Klaver.",0. appropriate,
https://www.youtube.com/watch?v=fLZ_0jcbEtQ,Knetter gek wijf !!!!!,2. offensive,11. individual
https://www.youtube.com/watch?v=BNu2jysOdZM,"Geen zorgen, ze hebben het hier over jong-volwassenen. Aan je reactie te zien zit je nog niet in die fase.",2. offensive,11. individual
https://twitter.com/twitter/status/112,Gelukkig heeft onderzoek uit gewezen dat in 60% van de NL gemeenten Sinterklaas inhaalt met .... Zwarte Pieten .... geweldig toch ... Trouwens na zes schoorstenen is een Roetveeg ook een Zwarte Piet...of mogen ze van de bond maar drie schoorstenen doen ...??,0. appropriate,
https://www.youtube.com/watch?v=qGPd6W39rRY,"Had 020 er maar niet op moeten stemmen, karma",0. appropriate,
https://www.youtube.com/watch?v=V39NwGzobiw,haha 2:26 ;p,0. appropriate,
https://archive.4plebs.org/pol/thread/259531256/#259542628,"cbs, hoer.",2. offensive,7. sexism
https://www.youtube.com/watch?v=J3uFAScIlLY,het is tot 6uur!!!!!!! en niet 7,0. appropriate,
https://twitter.com/MPC_online/status/1206261568549376000,Geldt dat ook voor de Volkskrantcolumnisten die haar op Twitter uitmaken voor “Arisch prinsesje” of “dienstmaagd”?,0. appropriate,
https://legacy.dumpert.nl/mediabase/7825263/fa4bdbb1/broek_vergeten.html?thema=Fapvoer,Die heeft het al warm van de wodka in zijn bloed...,0. appropriate,
https://twitter.com/Smienos/status/1265682360449863681,"Ja snap ik, maar die man kan niet aan alles gaan denken. Hij is geen superheld maar een mens. Het is de taak van de beleidsmakers, van politici om knopen door te hakken en prioriteiten te stellen. En vooral ook ervoor zorgen dat er mondmaskers zijn. Die waren er eerst niet.",0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,"""een kunstmatig versleuteld virus met onbekende bijeffecten.""

En wat moet ik me voorstellen bij een kunstmatig versleuteld virus? Heb je enig verstand van geneeskundig onderzoek of klets je gewoon graag uit je nek?",0. appropriate,
https://www.youtube.com/watch?v=SRp7kFAfHUI,Hiervoor krijg je een dikke 10 !!! Dankje voor het lachen !!  🤣🤣🤣,0. appropriate,
https://legacy.dumpert.nl/mediabase/7954519/6f644469/tetten_want_het_is_nog_vrijdag.html?thema=Fapvoer,Fijne aflevering! Een gifje erbij zou de kers op de taart zijn.,0. appropriate,
https://archive.4plebs.org/pol/thread/146499643/#146514124,een neppe sukkel ook nog eens pff,2. offensive,11. individual
https://www.youtube.com/watch?v=SRp7kFAfHUI,Domme vragen domme antwoorden journalisten! LOL!,2. offensive,9. media
https://www.youtube.com/watch?v=pa0dOmycbR8,"-*-*-*- Kusters Spreek voor jezelf, dat jij van hetzelfde kaliber bent is door jouw naieve opmerking meer dan duidelijk.",0. appropriate,
https://twitter.com/twitter/status/24,"Ik ben vrijdag als zwarte piet verkleed gegaan en gister als indiaan. Top dagen gehad, verder ben ik niks noemenswaardigs tegen gekomen wat het melden aan jullie waard is, houdoe",0. appropriate,
https://legacy.dumpert.nl/mediabase/7752241/7772bacf/wat_moet_dat_voor_me_deurtje_.html?thema=Fapvoer,Helemaal met jou eens.,0. appropriate,
https://twitter.com/twitter/status/494,"Ik wil zo graag een roetveeg  Piet, een verschrikkelijke roetveeg voor zijn linkse kop geven , zodat hij elk jaar van half november tot 6 december in de kelder kruipt",3. violent,12. other
https://twitter.com/karin_robbers/status/1294233955051470848,Mijn moeder is ook linkshandig. Huisvrouw en weinig studiecapaciteit. Wel eens van conformatiebias gehoord?,0. appropriate,
https://twitter.com/twitter/status/23,"ik ga wel een heel eind mee in de ""anti""-piet'ers, maar eerlijk : jullie slogan is te culpabiliserend en daarom zul je een pak mensen nooit voor je zaak winnen, maar net afstoten.  Als je nou zou zeggen ""zwarte piet is beladen"". Dat zou 'k een stuk verdedigbaarder vinden en dan is het meer een ik-boodschap dan iets van ""jij-bent-zo""",0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,"De grootste onzin die ik tot nu toe heb vernomen,het is beter om je imuun systeem zelf op peil te houden...maar ja alle mainstream media worden door ons parlement betaald d.m.v subsidie's,het is uw mening en die respecteer ik met empathie & compassie,wens u veel sterkte,",0. appropriate,
https://twitter.com/twitter/status/1274693479499796481,-*-*-*- Wel God God Verdomme .... bij deze block ik alle politieteams van mijn Twitter. Wat een tuig van de richel om zich zo te laten gebruiken door dit klote kabinet 😡😡😡 Je vader of moeder zal er maar lopen.....😢,2. offensive,10. politics
https://archive.4plebs.org/pol/thread/127743276/#127743841,Nee. En snoekduik voor een trein.    de kanker sage en je moeder,3. violent,11. individual
https://twitter.com/roosvonk/status/1055357924124569600,-*-*-*- -*-*-*- Mini verpakking vind ik wel fijn. Wat ik lastig vind: kan het plastic bij t plastic afval? Vanwege die metalen sluiting? Kan dat erbij of moet je die eerst eraf knippen? (Gedoe),0. appropriate,
https://archive.4plebs.org/pol/thread/55717645/#55725317,"da is gwn een feit en ge kunt da toch nie veranderen, best da ge uw energie in iets nuttig steekt",0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,"-*-*-*- 29 ""Ministerie trekt miljoenen uit voor schikkingen na vaccin Mexicaanse griep. Het kabinet heeft 5 miljoen euro uitgetrokken als schadevergoeding voor mensen die ernstig ziek zijn geworden na een vaccinatie tegen de Mexicaanse griep. Dat blijkt uit de begroting van het ministerie van Volksgezondheid."" Google maar dit nieuws item van 20 sep. 2018. Is al voldoende voor vraagtekens.",0. appropriate,
https://archive.4plebs.org/pol/thread/128409944/#128416991,Bedankt voor de nuttige informatie,0. appropriate,
https://www.youtube.com/watch?v=ktFDN5cBFgw,"En een ex-school meester die nu minister van volksgezondheid is, dat zegt toch genoeg.",0. appropriate,
https://www.youtube.com/watch?v=ktFDN5cBFgw,"In onderstaand gesprek (zie link) claimt James Corbett dat de regels niet versoepelt zullen worden, alleen maar zullen worden verzwaard. Dat zien hier nu al,

-Teststraat op Schiphol, nu nog vrijwiilig.
-De inzet van militairen.
-Thuiscontrole op quarantaine, nu nog een plan.
-Beelden van Duitse schoolkinderen met muilkorfen. Wen er maar vast aan.
-Verdere digitalisering, het uitbannen van cash.
-Transhumanisatie. Niet direct  maar wel  in de nabije toekomst.
-Ga maar door.

Ja, er wordt her en der wat versoepelt om iedereen rustig te houden. Maar de horeca is inmiddels al weer in het vizier.

Vertel het je familie, vrienden en kennissen. Schut ze wakker. Alleen een massale volkopstand kan deze agenda stoppen.

-*-*-*-",0. appropriate,
https://archive.4plebs.org/pol/thread/214686093/#214691616,"Tijd voor Bogaert!    Breek het Cordon, Straffe Hendrik!",0. appropriate,
https://twitter.com/twitter/status/1281655045034057729,"-*-*-*- Ik niet want ik kijk niet naar die propaganda bagger van de Linkse pleuris kerk
negeren die linkse bende,boycot die fucking NPO/RTL dat tuig is de propaganda machine 
van dat linkse TUIG.",2. offensive,9. media
https://archive.4plebs.org/pol/thread/67393717/#67404399,"Man, half /pol/ zijn joden of andere immigranten. Wij zijn allemaal gekomen om te lachen over Nazi's totdat wijzelf nazi's zijn geworden.",0. appropriate,
https://archive.4plebs.org/pol/thread/157139345/#157171116,Im sorry to hear so guys. I hope you can steer clear from the devistation that your goverment unleashes upon your once great nation. Must be unbelievable.,0. appropriate,
https://twitter.com/twitter/status/1265969036870942721,-*-*-*- Een vieze gore gluiperige duivelse bende is het. En Den Haag maar wegkijken. En deze duivels lekker demonen laten kweken. Ik denk dat in dat gebouw ook al een gat naar de hel gegraven is.,2. offensive,12. other
https://twitter.com/MagrietKiewiet/status/1295448834500440066,"Ach meiske, wat vreselijk voor jou. Veel moed en sterkte",0. appropriate,
https://archive.4plebs.org/pol/thread/156316805/#156325694,"Ik denk voor de meesten wel.  Daarom peilt FvD nu op 17 zetels. Een hoop VVD hoorndragers en Gay66 dissidenten, maar ook een hoop mensen die op Wilders stemden bij gebrek aan beter.",2. offensive,10. politics
https://www.youtube.com/watch?v=wmp_9cVoHfg,REKEN MAAR DAT RUTTE OOIT GAAT BLOEDEN!! (juridisch),0. appropriate,
https://www.youtube.com/watch?v=4t9HJDXuBJI&t=2s,Order out of Chaos!-aardig op weg naar die NWO,0. appropriate,
https://archive.4plebs.org/pol/thread/66430650/#66452664,lol wa ne zever ik zit heel veel in nederland voor men werk en er is niks mis me hollanders,0. appropriate,
https://twitter.com/superjan/status/1285483626134745088,"Voorspelling. De US verkiezingsuitslag in November zal door geen der partijen worden geaccepteerd. Wie er ook wint. De Dems accepteren geen 8 jaar Trump. De Reps zullen in opstand komen wegens aantoonbare gigafraude. De burgeroorlog wordt rond januari ""hot"". -*-*-*- …",0. appropriate,
https://twitter.com/moedermarloes01/status/1296115308449746944,"Vandaag oogmeting gehad, ik moet een andere bril, met varivocale glazen, ik voel mij nu echt een oud wijf worden.",1. inappropriate,
https://archive.4plebs.org/pol/thread/116963299/#116975997,niet-westers,0. appropriate,
https://twitter.com/twitter/status/9,zijn dat niet dezelde dan? Deze🇾🇪  en    deze 🇱🇺   wilde het niet meteen donker houden,0. appropriate,
https://www.youtube.com/watch?v=J3uFAScIlLY,Dat het mag betekend niet dat het veilig is,0. appropriate,
https://archive.4plebs.org/pol/thread/129251082/#129256817,"nee dat snap ik, maar ik heb echt het idee dat 18 nog erg jong is. vanaf 20 kan het wel gewoon ja.  en dat betekent niet dat dat meisje dan nutteloze relaties moet aangaan.",0. appropriate,
https://www.youtube.com/watch?v=nxWvmtPh2dE,facepalm,0. appropriate,
https://archive.4plebs.org/pol/thread/207075823/#207084268,Kek loser klimaat kan wachten.   Groenland nog superstabiel.,1. inappropriate,
https://archive.4plebs.org/pol/thread/116122290/#116127034,"verlichten, dingen zullen beter worden.  Waarom moet alles altijd zo ernstig te zijn?",0. appropriate,
https://twitter.com/twitter/status/1280449036198313984,"-*-*-*- De vuile vieze smerige #blm zwarte K****r APEN,en dan vinden ze het gek dat we een hekel aan ze krijgen en ze haten,een kogel is nog te goed voor ze.",3. violent,1. racism
https://twitter.com/twitter/status/43,Lazer op stumpers,1. inappropriate,
https://legacy.dumpert.nl/mediabase/7905677/9234dfb2/feelgoodvid.html?thema=Fapvoer,Ik ben toch altijd weer blij verrast.,0. appropriate,
https://archive.4plebs.org/pol/thread/56344963/#56348308,zandneger gevonden,0. appropriate,
https://www.youtube.com/watch?v=beTHBDWFO2I,Ik hoop dat die schimmelpiemel stikt in zijn eigen amandelen,3. violent,7. sexism
https://www.youtube.com/watch?v=l0JGiXACo3Y,Op tv geweest gefeliciteerd 🏆,0. appropriate,
https://archive.4plebs.org/pol/thread/89614278/#89619642,Lekker met vmbo sletjes met een IQ van 82 die te achterlijk zijn om in te zien wat een kanker inteelt volk jullie zijn 6 kinderen gaan maken die met dit mismengsel van genen een totaal evolutionair wanproduct vormen wat nooit zal kunnen levelen met de echte Nederlanders en door ons altijd zal worden uitgelachen.    Mashallah Mehmet.,2. offensive,1. racism
https://www.youtube.com/watch?v=beTHBDWFO2I,David Leyonhjelm legt het allemaal keurig uit,0. appropriate,
https://www.youtube.com/watch?v=ktFDN5cBFgw,"Ik was zeer geinteresseerd in jouw verhaal, zie veel punten die ik ook in mijn gedachte spelen.
Fijne avond........",0. appropriate,
https://twitter.com/twitter/status/7,"Dick van den Berg Het is een begin, net als voetbalracisme aanpakken.",0. appropriate,
https://www.youtube.com/watch?v=wB4PK-Lbal8&t=1s,"''Het Land Van met Thierry Baudet'', Hoe jij de politiek ziet, Q, Je laatste tracks. Ik denk dat vele dit totaal niet hadden verwacht bij je. Terwijl vele BN'ers nu op dit moment uitgekotst worden, voel je gewoon hoe erg de mensen jou waarderen. Echt top wat je doet! Integriteit is waar de mensen naar snakken! #WWG1WGA",1. inappropriate,
https://archive.4plebs.org/pol/thread/116827623/#116861145,denken dat het goed is voor Nederland wanneer de inhoud van de grootste partij voor 90% moslims en immigratie is,0. appropriate,
https://www.youtube.com/watch?v=pa0dOmycbR8,-*-*-*- Kusters er is geen virus.,0. appropriate,
https://twitter.com/twitter/status/1238008218372243458,"-*-*-*- -*-*-*- Je bent echt gestoord.
Denk godver is aan ons eigen land eerst! 

IDIOOT!

Daar zak echt mijn broek van af!

-*-*-*- Rot op staf af jullie zijn echt walgelijk!",2. offensive,10. politics
https://twitter.com/twitter/status/1181157955292545025,tyfes hoeren hier in mijn kut huis vieze negers,1. inappropriate,
https://twitter.com/twitter/status/1282390985905967104,Ik zeg wel de hele dag “fuck” “shit” “bitch” “bitch ass” “bitch ass nigga” “flikker” “mapampang” “Konyo” deze woorden komen dagelijkse sowieso minimaal 25 keer uit mijn mond.,1. inappropriate,
https://twitter.com/MomentSurprise/status/1296179225884532736,"17 nieuwe vrouwen in mijn bubbel. Twee uur staan afzien in de gietende regen en toch massa's plezier. Thuiskomen als nieuweling. Straf hé? Het overkwam mij net. Nu ijs leggen, nagenieten en morgen zo stijf als een hark. YES, hoera new soccer season",0. appropriate,
https://twitter.com/twitter/status/1276170484590301184,"OpinieZ Open Brief aan Mark Rutte KRIJG DE PLEURIS OF CORONA MET DIT VERHAAL (tering draai kont  Rutte)
MEERDERHEID  begint zich af te vragen of men eigenlijk nog wel meedoet. Mee mág doen.😡🆘‼️⁦-*-*-*- ⁦-*-*-*-  -*-*-*-",2. offensive,10. politics
https://www.youtube.com/watch?v=BNu2jysOdZM,De mensen van 20 tot 29 hebben zich het meest laten testen vanaf 1 juli. Dan vindt ik het toch meer dan logisch dat de meeste mensen van 20 tot 29 het virus hebben.,0. appropriate,
https://www.youtube.com/watch?v=pa0dOmycbR8,-*-*-*- niet huilen,0. appropriate,
https://archive.4plebs.org/pol/thread/207009662/#207016218,Ik weet zeker dat ze een hele vieze kut heeft.,2. offensive,7. sexism
https://twitter.com/twitter/status/0,Peter Ravensbergen  Dus met roe en jute zak grote oorbellen kettingen rode lippen  Dat is in mijn ogen de originele zwarte piet😜,0. appropriate,
https://archive.4plebs.org/pol/thread/271391453/#271425065,"The first eyeglasses were made in Northern Italy, most likely in Pisa, by about 1290: In a sermon delivered on 23 February 1306, the Dominican friar Giordano da Pisa (ca. 1255–1311) wrote ""It is not yet twenty years since there was found the art of making eyeglasses, which make for good vision... And it is so short a time that this new art, never before extant, was discovered. ... I saw the one who first discovered and practiced it, and I talked to him.",0. appropriate,
https://twitter.com/twitter/status/1174020167925411840,"-*-*-*- Maar ja Afriyie, bij een zwarte piet kun je het zwarte opbrengen en wegvegen, dat kan niet bij iedereen. Racisme zit niet in de kleur of slavernij, maar in rotte hersenen van parasieten. Klagen, zeiken op alles, behalve op gratis voorzieningen en uitkering. Walgelijke janker",2. offensive,11. individual
https://www.youtube.com/watch?v=BNu2jysOdZM,Die maatregelen helpen voor geen meter! (Letterlijk) ik probeer me er aan te houden.. maar voor je het weet staat er al iemand 1mm achter je omdat die gene er tussen wilt dringen!..en dan ook niet eens effe vragen of die gene er langs mag ofzo.. (gebeurde toch al niet 😒)  en denk je echt dat mense zelfstandig de winkelkarretjes ontsmetten? Het mag van mij wel wat strenger! Veeeeeeeel strenger... maar ey! Welkom in nederland waarbij je alleen een taakstraf krijgt als je iemand vermoord 🤦‍♀️  (of een paar jaar celstraf waarbij die gene later gewoon weer op vrije voeten is),2. offensive,10. politics
https://www.youtube.com/watch?v=J3uFAScIlLY,Ik woon in Antwerpen en we mogen niet buiten tussen 23:00 en 06:00,0. appropriate,
https://twitter.com/twitter/status/1030480013123100672,"-*-*-*- Heb eens Sylvana Simmons afgebeeld tegelijk met een banaan. Werd meteen een week geblokt door Faeces Book. 
Heb ook geen hekel aan negers. Wel aan Sylvana.",2. offensive,1. racism
https://www.youtube.com/watch?v=PgrWChCzV9I,"Stel jezelf de volgende vraag: als de rechtspraak een schuldige kan vrijpleiten, kan diezelfde rechtspraak dan een onschuldige veroordelen?

Ik denk het wel. Dus ook onschuldige burgers zoals jij en ik die kritiek hebben op het beleid.

Europa = China 2.0",0. appropriate,
https://twitter.com/twitter/status/1249490466271309825,"Dat domme wijf julie maakt mij boos, ik wil haar echt stampen vuile bitch #eotb",3. violent,11. individual
https://www.youtube.com/watch?v=PgrWChCzV9I,Had iemand iets anders verwacht dan?? Rechters zitten al jaren puur en alleen op de uitvoer-stoel van de overheid.,0. appropriate,
https://twitter.com/twitter/status/1251838962152415232,"“Ondernemen in crisis tijd” emailt Rabobank. Politici als Rutte ea hebben deze crisis veroorzaakt niet het #coronavirus 
Rutte luisterde naar technocraten met hun idiote banaan statistieken gebaseert op dunne lucht. Paniek, niet verstand heeft onze economie naar de klote geholpen",2. offensive,10. politics
https://twitter.com/twitter/status/1268138728993755136,ok j*n r**s ging me retweeten dus ONMIDDELLIJK tweet verwijderd want straks krijg je zijn leger op je he geen zin in vieze hoer slet genoemd worden de rest van de week,1. inappropriate,
https://twitter.com/nokiwiman/status/1276152978773356546,"Nee dank je, ik hou niet van pils. _ ben waarschijnlijk geen echte vent dan _ Wel van andere biertjes, amber, witbier, geuze, trippel,...",0. appropriate,
https://www.youtube.com/watch?v=BNu2jysOdZM,"Word wakker 
Een grote leugen dat hele corona geleuter",1. inappropriate,
https://twitter.com/twitter/status/1238085357943566337,"-*-*-*- -*-*-*- -*-*-*- -*-*-*- Hahah, bitch.. dus je bent blind wanneer het over die Chinezen gaat maar schiet dan direkt wakker wanneer iemand blanke zegt? Tfoe met die spelletjes van je. Stik en sterf kut wijf",2. offensive,11. individual
https://twitter.com/vogelnieuws/status/1295597963687997440,Ze zijn in de rui en krijgen daarna hun winterkleed. Ze hebben dan geen groene kop meer en zijn minder goed herkenbaar als een mannetje. Maar er zijn nog wel verschillen. Hier staat het verder uitgelegd:,0. appropriate,
https://twitter.com/twitter/status/1261999396599869442,"-*-*-*- -*-*-*- Snap toch al niets van die moslims ... ik zou zeggen “als je je als een varken gedraagt, dan vreet je toch ook als een varken”
Word tijd dat ze gaan inzien dat ze dat tuig gaan weren uit beschaafde westerse landen !!?",2. offensive,3. islamophobia
https://twitter.com/twitter/status/1242007238883115009,"Sehraz Mohammed “met dank aan God “red” uit coma. En Sehras “met Allahs wil komt alles goed” wat een hypocriete onzin. Als je al in een almachtige schepper gelooft, zeg dan “godverdomme waarom heb je mij en alle andere slachtoffers dit aangedaan” Of had Sehraz een lesje verdient? -*-*-*-",2. offensive,3. islamophobia
https://www.youtube.com/watch?v=HKnV4E178rQ,"Weinig bijwerkingen, dus ze zijn er wel.",0. appropriate,
https://twitter.com/twitter/status/972402081767346176,"-*-*-*- -*-*-*- -*-*-*- Word toch realistisch, jullie zijn in de minderheid, ik ken 'gekleurde' mensen welk uw praat poep vinden en gewoon achter ZP staan. Maar dat zijn natuurlijk ook racisten, of verraders, toch? Blanke moeten hun smoel houden en zich onder laten schijten door Negers e.d...",2. offensive,1. racism
https://www.youtube.com/watch?v=wmp_9cVoHfg,Komen een handjevol kansloze tokkies waarschijnlijk. Al die internetridders zijn bang om zich in het echt te laten zien. Omdat ze niks beters weten dan schreeuwen zonder inhoud en fatsoenlijke argumenten.,2. offensive,11. individual
https://www.youtube.com/watch?v=ktFDN5cBFgw,"-*-*-*- Maas 

Hele kanaal van Jensen is gebaseerd op dat links versus rechts onzin. Kom haast nooit iets anders tegen.",0. appropriate,
https://www.youtube.com/watch?v=l0JGiXACo3Y,Nog een tipke: ik weet nog hoe je zei Geen Lockdownfeest,0. appropriate,
https://archive.4plebs.org/pol/thread/149937886/#149966413,Hang uzelf Ahmed.  Afrikaners zullen altijd hoger staan dan jullie zandnegers,3. violent,1. racism
https://twitter.com/twitter/status/1268407609624846337,-*-*-*- Achterlijk dom wijf.. Wat heb jij tegen moslims? In dat zwarte hart van jouw  ben jij zo te lezen geen haar beter dan die PVV en FvD nazis. #NIDA #blacklifematters #Allivesmatter,2. offensive,11. individual
https://legacy.dumpert.nl/mediabase/7860237/77d3aa8a/itali_krijgt_gratis_premium_account.html?thema=Fapvoer,"Nou, deel het met ons!!",0. appropriate,
https://twitter.com/twitter/status/1265417719198908416,"-*-*-*- Dit is voor de knie, jij grote heteroseksueel, Robert ziet er smerig uit, ruikt Samantha Wannabe bitch Waarom je me van het verdomde schema hebt gehaald Met je kleine stinkende, door lelie geobsedeerde kont, dikke vette teef En Robert Wannabe body ass bitch Ik kom daarheen en ik",2. offensive,11. individual
https://twitter.com/twitter/status/1274388573391896578,Gezin Kick Out Zwarte Piet-voorman Jerry Afriyie bedreigd -*-*-*- via -*-*-*- Zet die zwarte klootzak idioot toch op een lekke boot op de zee weg met dat profiterende tuig van de riggel of stuur hem maar langs kijken of hij na afloop nog zó en grote bek heeft,2. offensive,1. racism
https://archive.4plebs.org/pol/thread/116898442/#116904468,"hij mag wel voorzichtig zijn, anders gaat dit nog heel veel gebeuren, ze gaan echt hun best doen om hem net zo zwart te maken als de PVV",0. appropriate,
https://www.youtube.com/watch?v=QlBr14TEhwg,"Dat is een mooie baard, Willem.",0. appropriate,
https://twitter.com/twitter/status/1278345013198573568,-*-*-*- En weer gaat Halsema in de fout en praat ze als een linkse facistische heks. Flikker op met je gelul over BLM en slavernijverleden. Kijk vooruit en ga aan het werk ipv te zeiken en te klagen en te janken,2. offensive,10. politics
https://twitter.com/twitter/status/1282668325936529412,"-*-*-*- -*-*-*- -*-*-*- Geitenneukende inteelt moslims die uit achterlijke barbaarse islamitische shithole landen komen en dan hier kritiek uiten op de superieure westerse beschaving.
Parasieten. #Instablock -*-*-*-",2. offensive,3. islamophobia
https://twitter.com/grietje_grubbel/status/1287808658924019717,Zoude gij nie beter binnenblijven meiske?,0. appropriate,
https://twitter.com/EvertGDavelaar/status/1275197745717022720,Van hetzelfde. Drie keer.,0. appropriate,
https://twitter.com/twitter/status/1267864449181982720,Grapperhaus op matje Kamer na demonstratie Amsterdam -*-*-*- deze kale lulhannes vind het allemaal schandalig wat er opp de Dam is gebeurt . En nu begrijpt hij dat kutje Halsema . Deze Klootviool moeten ze ook de laan uit schoppen !!!,2. offensive,10. politics
https://archive.4plebs.org/pol/thread/228393673/#228398666,Alsof Nederlanders niet gewoon net zo kut kunnen zijn als joden. Die Timmermans is toch ook geen jood? Is een van de ergste politici die er op dit moment actief zijn.,2. offensive,10. politics
https://www.youtube.com/watch?v=yA2XPxzJxM4,Heftig onderwerp Frans! Petje af dat jij dit soort dingen bespreekbaar maakt. Er zijn er heel erg veel die dat niet durven/kunnen.. Jij doet het en blijft het ook gewoon doen. Boks!,0. appropriate,
https://www.youtube.com/watch?v=gfuG6piSeiY,Werelds!,0. appropriate,
https://www.youtube.com/watch?v=fLZ_0jcbEtQ,1:18 ik dacht voor 1 seconde dat dit Baudet was,0. appropriate,
https://twitter.com/twitter/status/1200160103896428558,"Ik wil godverdomme ook compensatie voor het verzieken van niet alleen mijn leven maar ook die van mijn gezin door bombarderen van die kut negers uit Noord Afrika. Ben het zat.

Vuile teringzooi daar in dat tyfus Den Haag. 
Krijg de cholera maar. 

Ja, kaas is boos. 

Kom maar.... -*-*-*-",2. offensive,1. racism
https://archive.4plebs.org/pol/thread/87111733/#87130239,"Ga lekker op boksen, zoek ff ruzie, doe je ook nog iets nuttigs.    Aandachtshoer.",1. inappropriate,
https://www.youtube.com/watch?v=ry7tI1JLSv0,Thank you for all dutch people who have been in Berlin. I have seen many dutch flag and many oranje Thirts <3 When is the next big demonstration in Den Haag? Then i will come to support you for your freedom aswell!,0. appropriate,
https://www.youtube.com/watch?v=nxWvmtPh2dE,"Mark Rutte zei dat we niet moeten blijfen filosoferen, en bedoelde overduidelijk dat we niet moeten blijven niksdoen en praten over wat de beste oplossing is. Soms is een matig plan vandaag beter dan een perfect plan over een half jaar. Natuurlijk bedoelde hij niet dat René ten Bos zijn beroep niet meer mocht uitoefenen...",0. appropriate,
https://twitter.com/twitter/status/1234579142391271424,"#tramschutter 
Als dit stuk stront, kind van de duivel. Islamitisch gestoorde varkens mongool ooit op vrije voeten komt dan moet Nederland zichzelf opheffen en zich aan sluiten bij het Kalifaat van haat. -*-*-*-",2. offensive,3. islamophobia
https://www.youtube.com/watch?v=HKnV4E178rQ,Ik zweerhet ik hep corona,0. appropriate,
https://www.youtube.com/watch?v=PgrWChCzV9I,"Er zijn geen COVID medicijnen (aldus WHO c.a.) omdat indien ze er wel zijn, er kan geen spoedprocedure voor de ontwikkeling van het Corona vaccin gevolgd mag worden. Scheelt een jaartje of wat. En dat mag dus kennelijk niet de bedoeling zijn.",0. appropriate,
https://www.youtube.com/watch?v=owEgOHfUwrM,Ik mis humberto,0. appropriate,
https://archive.4plebs.org/pol/thread/67393717/#67410751,Mag ik ook apatheïst zijn?,0. appropriate,
https://www.youtube.com/watch?v=BNu2jysOdZM,"-*-*-*- De Boer -*-*-*-
-*-*-*-",0. appropriate,
https://twitter.com/twitter/status/1264264333397237760,"-*-*-*- -*-*-*- Vervloekte gore klote Marokkanen vandaag of morgen loopt het helemaal uit de hand en de laffe -*-*-*- doet er niets aan, ik zou zeggen jongens schaf maar wapens aan en knal dat marokkanen tuig maar neer",3. violent,1. racism
https://twitter.com/twitter/status/1267510235637440512,"-*-*-*- Hou nou godverdomme eens je kankerbek, achterlijk teringwijf. Jij zit in een enorme bubbel en generaliseert hier ongeveer de Nederlandse bevolking, als je het zo naar je zin hebt met negers mag je lekker naar Afrika verhuizen, kankerautist",2. offensive,11. individual
https://www.youtube.com/watch?v=J3uFAScIlLY,Beter krijgen wij geen mondkapjes want ze zijn irritant om te dragen,0. appropriate,
https://twitter.com/twitter/status/1253257863461515264,-*-*-*- Vuile rotte vettige hufter die moslims wil wel allemaal lekker in de kont kruipen zoals je dat in die darkrooms ook allemaal doet!!! Maar waar was je met de pasen om de christenen te steunen ??? Vettig stuk verdriet!!!🤮,2. offensive,10. politics
https://www.youtube.com/watch?v=pa0dOmycbR8,"-*-*-*- * Nou, we zitten al een paar weken op iets van 400/500/600 besmettingen per dag, maar de aantallen IC-opnames en doden gaat maar niet omhoog, hoe zou dat nou komen? Misschien enorm veel meer testen?",0. appropriate,
https://www.youtube.com/watch?v=QlBr14TEhwg,Goede presentator!,0. appropriate,
https://www.youtube.com/watch?v=wB4PK-Lbal8,Enige manier om de gevestigde orde halt te roepen is met 100.000 man straat op !!,0. appropriate,
https://archive.4plebs.org/pol/thread/108774067/#108828432,"I agree most american women are annoying fuckwitts with horrible education, overall they are far better looking in general that dutch women from my experience",2. offensive,7. sexism
https://archive.4plebs.org/pol/thread/235070943/#235089780,Dit is een NL joden-neus,1. inappropriate,
